etiqueta,fecha,hora,temperatura
K,20-09-2016,03:30:00,8.98053069645
L,20-09-2016,03:30:00,8.69048450223
O,20-09-2016,03:30:00,8.96808062016
U,20-09-2016,03:34:58,8.82867930172
V,20-09-2016,03:34:58,8.94711584569
a,20-09-2016,03:34:58,8.20751621193
b,20-09-2016,03:34:58,8.75055923823
G,20-09-2016,03:35:00,9.29804762864
K,20-09-2016,03:35:00,9.05766095343
L,20-09-2016,03:35:00,8.75178585119
O,20-09-2016,03:35:00,9.23164651163
U,20-09-2016,03:39:58,8.81313880242
V,20-09-2016,03:39:58,8.88423969358
a,20-09-2016,03:39:58,8.29945907953
b,20-09-2016,03:39:58,8.70379582494
G,20-09-2016,03:40:00,9.23608095587
K,20-09-2016,03:40:00,9.01138279924
L,20-09-2016,03:40:00,8.98166590978
O,20-09-2016,03:40:00,9.12311937984
U,20-09-2016,03:44:58,8.61111231154
V,20-09-2016,03:44:58,8.69561123726
a,20-09-2016,03:44:58,8.11557334432
b,20-09-2016,03:44:58,8.75055923823
G,20-09-2016,03:45:00,8.97272259659
K,20-09-2016,03:45:00,8.73371387414
L,20-09-2016,03:45:00,8.69048450223
O,20-09-2016,03:45:00,9.2471503876
U,20-09-2016,03:49:58,8.67327430873
V,20-09-2016,03:49:58,8.75848738937
a,20-09-2016,03:49:58,7.99298285418
b,20-09-2016,03:49:58,8.4855665629
G,20-09-2016,03:50:00,8.94173926021
K,20-09-2016,03:50:00,8.88797438809
L,20-09-2016,03:50:00,8.67515916499
O,20-09-2016,03:50:00,8.67350697674
U,20-09-2016,03:54:58,8.65773380944
V,20-09-2016,03:54:58,8.78992546542
a,20-09-2016,03:54:58,7.90103998657
b,20-09-2016,03:54:58,8.51674217176
G,20-09-2016,03:55:00,9.14313094671
K,20-09-2016,03:55:00,9.07308700482
L,20-09-2016,03:55:00,8.67515916499
O,20-09-2016,03:55:00,8.73552248062
U,20-09-2016,03:59:58,8.81313880242
V,20-09-2016,03:59:58,8.8370825795
a,20-09-2016,03:59:58,8.03895428798
b,20-09-2016,03:59:58,8.43880314961
G,20-09-2016,04:00:00,9.23608095587
K,20-09-2016,04:00:00,8.93425254227
L,20-09-2016,04:00:00,8.50658045535
O,20-09-2016,04:00:00,8.95257674419
U,20-09-2016,04:04:58,8.78205780382
V,20-09-2016,04:04:58,8.63273508515
a,20-09-2016,04:04:58,7.87039236404
b,20-09-2016,04:04:58,8.65703241165
G,20-09-2016,04:05:00,9.1741142831
K,20-09-2016,04:05:00,8.73371387414
L,20-09-2016,04:05:00,8.30735107123
O,20-09-2016,04:05:00,9.32466976744
U,20-09-2016,04:09:58,8.62665281084
V,20-09-2016,04:09:58,8.63273508515
a,20-09-2016,04:09:58,7.96233523164
b,20-09-2016,04:09:58,8.54791778063
G,20-09-2016,04:10:00,8.98821426479
K,20-09-2016,04:10:00,8.57945336019
L,20-09-2016,04:10:00,8.41462843191
O,20-09-2016,04:10:00,8.87505736434
U,20-09-2016,04:14:58,8.39354532137
V,20-09-2016,04:14:58,8.4283875908
a,20-09-2016,04:14:58,7.76312568516
b,20-09-2016,04:14:58,8.4855665629
G,20-09-2016,04:15:00,8.83329758286
K,20-09-2016,04:15:00,8.50232310322
L,20-09-2016,04:15:00,8.29202573399
O,20-09-2016,04:15:00,8.95257674419
U,20-09-2016,04:19:58,8.22259982909
V,20-09-2016,04:19:58,8.34979240066
a,20-09-2016,04:19:58,7.59456376122
b,20-09-2016,04:19:58,8.36086412745
G,20-09-2016,04:20:00,8.61641422816
K,20-09-2016,04:20:00,8.30178443509
L,20-09-2016,04:20:00,8.20007371055
O,20-09-2016,04:20:00,8.78203410853
U,20-09-2016,04:24:58,8.25368082769
V,20-09-2016,04:24:58,8.36551143869
a,20-09-2016,04:24:58,7.56391613868
b,20-09-2016,04:24:58,8.36086412745
G,20-09-2016,04:25:00,8.63190589636
K,20-09-2016,04:25:00,8.44061889764
L,20-09-2016,04:25:00,8.20007371055
O,20-09-2016,04:25:00,8.40994108527
U,20-09-2016,04:29:58,8.28476182628
V,20-09-2016,04:29:58,8.34979240066
a,20-09-2016,04:29:58,7.59456376122
b,20-09-2016,04:29:58,8.11145925655
G,20-09-2016,04:30:00,8.77133091009
K,20-09-2016,04:30:00,8.47147100043
L,20-09-2016,04:30:00,8.15409769883
O,20-09-2016,04:30:00,8.27040620155
U,20-09-2016,04:34:58,8.1915188305
V,20-09-2016,04:34:58,8.20832105841
a,20-09-2016,04:34:58,7.47197327107
b,20-09-2016,04:34:58,8.236161692
G,20-09-2016,04:35:00,8.80231424648
K,20-09-2016,04:35:00,8.5640273088
L,20-09-2016,04:35:00,8.18474837331
O,20-09-2016,04:35:00,8.45645271318
U,20-09-2016,04:39:58,8.1293568333
V,20-09-2016,04:39:58,8.12972586828
a,20-09-2016,04:39:58,7.42600183727
b,20-09-2016,04:39:58,8.14263486541
G,20-09-2016,04:40:00,8.72485590551
K,20-09-2016,04:40:00,8.50232310322
L,20-09-2016,04:40:00,8.07747101264
O,20-09-2016,04:40:00,8.25490232558
U,20-09-2016,04:44:58,8.1293568333
V,20-09-2016,04:44:58,8.22404009644
a,20-09-2016,04:44:58,7.3647065922
b,20-09-2016,04:44:58,8.36086412745
G,20-09-2016,04:45:00,8.64739756455
K,20-09-2016,04:45:00,8.57945336019
L,20-09-2016,04:45:00,8.03149500092
O,20-09-2016,04:45:00,8.50296434109
U,20-09-2016,04:49:58,8.1604378319
V,20-09-2016,04:49:58,8.14544490631
a,20-09-2016,04:49:58,7.25743991332
b,20-09-2016,04:49:58,8.25174949643
G,20-09-2016,04:50:00,8.69387256913
K,20-09-2016,04:50:00,8.57945336019
L,20-09-2016,04:50:00,8.0621456754
O,20-09-2016,04:50:00,8.17738294574
U,20-09-2016,04:54:58,8.09827583471
V,20-09-2016,04:54:58,8.11400683025
a,20-09-2016,04:54:58,7.3187351584
b,20-09-2016,04:54:58,8.31410071415
G,20-09-2016,04:55:00,8.60092255997
K,20-09-2016,04:55:00,8.53317520601
L,20-09-2016,04:55:00,7.95486831472
O,20-09-2016,04:55:00,8.62699534884
U,20-09-2016,04:59:58,8.02057333822
V,20-09-2016,04:59:58,8.01969260209
a,20-09-2016,04:59:58,7.3187351584
b,20-09-2016,04:59:58,8.06469584325
G,20-09-2016,05:00:00,8.60092255997
K,20-09-2016,05:00:00,8.37891469206
L,20-09-2016,05:00:00,8.09279634987
O,20-09-2016,05:00:00,8.56497984496
U,20-09-2016,05:04:58,8.113816334
V,20-09-2016,05:04:58,8.0825687542
a,20-09-2016,05:04:58,7.28808753586
b,20-09-2016,05:04:58,8.14263486541
G,20-09-2016,05:05:00,8.58543089178
K,20-09-2016,05:05:00,8.14752392114
L,20-09-2016,05:05:00,7.80161494232
O,20-09-2016,05:05:00,8.48746046512
U,20-09-2016,05:09:58,8.26922132699
V,20-09-2016,05:09:58,8.19260202039
a,20-09-2016,05:09:58,7.3647065922
b,20-09-2016,05:09:58,8.11145925655
G,20-09-2016,05:10:00,8.58543089178
K,20-09-2016,05:10:00,8.17837602393
L,20-09-2016,05:10:00,7.84759095404
O,20-09-2016,05:10:00,8.45645271318
U,20-09-2016,05:14:58,8.22259982909
V,20-09-2016,05:14:58,8.14544490631
a,20-09-2016,05:14:58,7.3647065922
b,20-09-2016,05:14:58,8.236161692
G,20-09-2016,05:15:00,8.50797255081
K,20-09-2016,05:15:00,8.14752392114
L,20-09-2016,05:15:00,7.84759095404
O,20-09-2016,05:15:00,8.17738294574
U,20-09-2016,05:19:58,8.09827583471
V,20-09-2016,05:19:58,8.06684971617
a,20-09-2016,05:19:58,7.3187351584
b,20-09-2016,05:19:58,8.39203973631
G,20-09-2016,05:20:00,8.47698921443
K,20-09-2016,05:20:00,8.20922812672
L,20-09-2016,05:20:00,7.92421764024
O,20-09-2016,05:20:00,8.33242170543
U,20-09-2016,05:24:58,8.26922132699
V,20-09-2016,05:24:58,8.30263528658
a,20-09-2016,05:24:58,7.34938278093
b,20-09-2016,05:24:58,8.14263486541
G,20-09-2016,05:25:00,8.49248088262
K,20-09-2016,05:25:00,8.34806258927
L,20-09-2016,05:25:00,7.8322656168
O,20-09-2016,05:25:00,8.37893333333
U,20-09-2016,05:29:58,8.22259982909
V,20-09-2016,05:29:58,8.27119721052
a,20-09-2016,05:29:58,7.51794470488
b,20-09-2016,05:29:58,7.89322999451
G,20-09-2016,05:30:00,8.5389558872
K,20-09-2016,05:30:00,8.36348864066
L,20-09-2016,05:30:00,8.01616966368
O,20-09-2016,05:30:00,8.16187906977
U,20-09-2016,05:34:58,8.22259982909
V,20-09-2016,05:34:58,8.33407336263
a,20-09-2016,05:34:58,7.47197327107
b,20-09-2016,05:34:58,8.00234462553
G,20-09-2016,05:35:00,8.46149754624
K,20-09-2016,05:35:00,8.36348864066
L,20-09-2016,05:35:00,7.93954297748
O,20-09-2016,05:35:00,8.28591007752
U,20-09-2016,05:39:58,8.1448973326
V,20-09-2016,05:39:58,8.22404009644
a,20-09-2016,05:39:58,7.44132564854
b,20-09-2016,05:39:58,7.89322999451
G,20-09-2016,05:40:00,8.41502254166
K,20-09-2016,05:40:00,8.33263653787
L,20-09-2016,05:40:00,7.97019365196
O,20-09-2016,05:40:00,8.02234418605
U,20-09-2016,05:44:58,8.22259982909
V,20-09-2016,05:44:58,8.30263528658
a,20-09-2016,05:44:58,7.45664945981
b,20-09-2016,05:44:58,7.84646658121
G,20-09-2016,05:45:00,8.55444755539
K,20-09-2016,05:45:00,8.45604494903
L,20-09-2016,05:45:00,7.93954297748
O,20-09-2016,05:45:00,8.09986356589
U,20-09-2016,05:49:58,8.23814032839
V,20-09-2016,05:49:58,8.39694951474
a,20-09-2016,05:49:58,7.57923994995
b,20-09-2016,05:49:58,7.84646658121
G,20-09-2016,05:50:00,8.64739756455
K,20-09-2016,05:50:00,8.59487941159
L,20-09-2016,05:50:00,7.9855189892
O,20-09-2016,05:50:00,8.19288682171
U,20-09-2016,05:54:58,8.37800482207
V,20-09-2016,05:54:58,8.4912637429
a,20-09-2016,05:54:58,7.60988757248
b,20-09-2016,05:54:58,7.78411536349
G,20-09-2016,05:55:00,8.66288923274
K,20-09-2016,05:55:00,8.42519284624
L,20-09-2016,05:55:00,7.92421764024
O,20-09-2016,05:55:00,8.13087131783
U,20-09-2016,05:59:58,8.45570731856
V,20-09-2016,05:59:58,8.53842085699
a,20-09-2016,05:59:58,7.87039236404
b,20-09-2016,05:59:58,7.89322999451
G,20-09-2016,06:00:00,8.77133091009
K,20-09-2016,06:00:00,8.51774915461
L,20-09-2016,06:00:00,8.10812168711
O,20-09-2016,06:00:00,8.13087131783
U,20-09-2016,06:04:58,8.00503283892
V,20-09-2016,06:04:58,8.11400683025
a,20-09-2016,06:04:58,7.60988757248
b,20-09-2016,06:04:58,7.81529097235
G,20-09-2016,06:05:00,8.38403920527
K,20-09-2016,06:05:00,8.2709323323
L,20-09-2016,06:05:00,7.95486831472
O,20-09-2016,06:05:00,8.02234418605
U,20-09-2016,06:09:58,7.91178984313
V,20-09-2016,06:09:58,8.03541164011
a,20-09-2016,06:09:58,7.39535421473
b,20-09-2016,06:09:58,7.81529097235
G,20-09-2016,06:10:00,8.29108919612
K,20-09-2016,06:10:00,8.17837602393
L,20-09-2016,06:10:00,7.87824162852
O,20-09-2016,06:10:00,7.9448248062
U,20-09-2016,06:14:58,7.81854684734
V,20-09-2016,06:14:58,7.98825452603
a,20-09-2016,06:14:58,7.3187351584
b,20-09-2016,06:14:58,7.53471049258
G,20-09-2016,06:15:00,8.24461419154
K,20-09-2016,06:15:00,8.11667181835
L,20-09-2016,06:15:00,7.80161494232
O,20-09-2016,06:15:00,7.80528992248
U,20-09-2016,06:19:58,7.56989885857
V,20-09-2016,06:19:58,7.67387376549
a,20-09-2016,06:19:58,7.10420180065
b,20-09-2016,06:19:58,7.47235927486
G,20-09-2016,06:20:00,8.02773083684
K,20-09-2016,06:20:00,7.91613315022
L,20-09-2016,06:20:00,7.64836156992
O,20-09-2016,06:20:00,7.88280930233
U,20-09-2016,06:24:58,7.69422285296
V,20-09-2016,06:24:58,7.72103087957
a,20-09-2016,06:24:58,7.08887798938
b,20-09-2016,06:24:58,7.56588610145
G,20-09-2016,06:25:00,8.01223916865
K,20-09-2016,06:25:00,7.85442894464
L,20-09-2016,06:25:00,7.58706022096
O,20-09-2016,06:25:00,7.91381705426
U,20-09-2016,06:29:58,7.83408734664
V,20-09-2016,06:29:58,7.9096593359
a,20-09-2016,06:29:58,7.24211610206
b,20-09-2016,06:29:58,7.55029829702
G,20-09-2016,06:30:00,8.22912252335
K,20-09-2016,06:30:00,8.05496761277
L,20-09-2016,06:30:00,7.77096426784
O,20-09-2016,06:30:00,7.85180155039
U,21-09-2016,11:59:58,24.7732315815
V,21-09-2016,11:59:58,24.8862204053
a,21-09-2016,11:59:58,25.1709752854
b,21-09-2016,11:59:58,26.879175792
G,21-09-2016,12:00:00,25.4403658854
K,21-09-2016,12:00:00,24.7459552219
L,21-09-2016,12:00:00,25.9621395715
O,21-09-2016,12:00:00,27.541724031
U,21-09-2016,12:04:58,25.6590400415
V,21-09-2016,12:04:58,25.7193294207
a,21-09-2016,12:04:58,25.9218420375
b,21-09-2016,12:04:58,27.5182757737
G,21-09-2016,12:05:00,26.1065076177
K,21-09-2016,12:05:00,25.5481098944
L,21-09-2016,12:05:00,26.314622328
O,21-09-2016,12:05:00,27.9603286822
U,21-09-2016,12:09:58,25.0840415675
V,21-09-2016,12:09:58,24.7919061771
a,21-09-2016,12:09:58,25.3088895868
b,21-09-2016,12:09:58,27.1129928585
G,21-09-2016,12:10:00,26.3698659769
K,21-09-2016,12:10:00,25.8257788195
L,21-09-2016,12:10:00,26.8510091314
O,21-09-2016,12:10:00,28.6114914729
U,21-09-2016,12:14:58,25.9076880303
V,21-09-2016,12:14:58,25.8136436489
a,21-09-2016,12:14:58,26.2283182628
b,21-09-2016,12:14:58,27.3468099249
G,21-09-2016,12:15:00,26.2459326314
K,21-09-2016,12:15:00,25.6560922542
L,21-09-2016,12:15:00,26.6824304218
O,21-09-2016,12:15:00,28.022344186
U,21-09-2016,12:19:58,25.4414730513
V,21-09-2016,12:19:58,25.310634432
a,21-09-2016,12:19:58,25.7073086797
b,21-09-2016,12:19:58,27.5338635781
G,21-09-2016,12:20:00,25.7192159128
K,21-09-2016,12:20:00,24.9002157358
L,21-09-2016,12:20:00,25.9468142343
O,21-09-2016,12:20:00,27.3866852713
U,21-09-2016,12:24:58,25.4725540499
V,21-09-2016,12:24:58,25.263477318
a,21-09-2016,12:24:58,25.7839277361
b,21-09-2016,12:24:58,27.4091611426
G,21-09-2016,12:25:00,26.4163409815
K,21-09-2016,12:25:00,25.532683843
L,21-09-2016,12:25:00,26.7743824452
O,21-09-2016,12:25:00,28.068855814
U,21-09-2016,12:29:58,25.8455260331
V,21-09-2016,12:29:58,25.4835438503
a,21-09-2016,12:29:58,26.1670230178
b,21-09-2016,12:29:58,27.0662294452
G,21-09-2016,12:30:00,26.7571576817
K,21-09-2016,12:30:00,25.8257788195
L,21-09-2016,12:30:00,27.0655638528
O,21-09-2016,12:30:00,28.1153674419
U,21-09-2016,12:34:58,26.1097145211
V,21-09-2016,12:34:58,25.7979246109
a,21-09-2016,12:34:58,26.3662325642
b,21-09-2016,12:34:58,27.6118026003
G,21-09-2016,12:35:00,27.3148577367
K,21-09-2016,12:35:00,26.3039864127
L,21-09-2016,12:35:00,27.5406493072
O,21-09-2016,12:35:00,28.533972093
U,21-09-2016,12:39:58,26.1874170176
V,21-09-2016,12:39:58,26.0965863334
a,21-09-2016,12:39:58,26.5347944882
b,21-09-2016,12:39:58,28.2820781908
G,21-09-2016,12:40:00,27.7176411097
K,21-09-2016,12:40:00,26.9056024171
L,21-09-2016,12:40:00,28.0923614478
O,21-09-2016,12:40:00,28.9370728682
U,21-09-2016,12:44:58,26.3894435085
V,21-09-2016,12:44:58,25.7664865348
a,21-09-2016,12:44:58,26.5347944882
b,21-09-2016,12:44:58,27.9391464933
G,21-09-2016,12:45:00,27.6091994323
K,21-09-2016,12:45:00,26.4119687725
L,21-09-2016,12:45:00,27.8165053775
O,21-09-2016,12:45:00,28.6269953488
U,21-09-2016,12:49:58,26.5448485015
V,21-09-2016,12:49:58,25.5778580785
a,21-09-2016,12:49:58,26.4428516206
b,21-09-2016,12:49:58,27.3312221205
G,21-09-2016,12:50:00,27.5937077641
K,21-09-2016,12:50:00,26.1651519502
L,21-09-2016,12:50:00,27.7552040286
O,21-09-2016,12:50:00,28.4719565891
U,21-09-2016,12:54:58,26.6070104987
V,21-09-2016,12:54:58,26.0651482573
a,21-09-2016,12:54:58,26.7186802234
b,21-09-2016,12:54:58,27.3623977294
G,21-09-2016,12:55:00,27.826082787
K,21-09-2016,12:55:00,26.9210284685
L,21-09-2016,12:55:00,27.785854703
O,21-09-2016,12:55:00,28.1773829457
U,21-09-2016,12:59:58,27.1353874748
V,21-09-2016,12:59:58,26.0337101813
a,21-09-2016,12:59:58,27.438899353
b,21-09-2016,12:59:58,27.4559245559
G,21-09-2016,13:00:00,28.2133744919
K,21-09-2016,13:00:00,26.8130461088
L,21-09-2016,13:00:00,28.5061455533
O,21-09-2016,13:00:00,28.2393984496
U,21-09-2016,13:04:58,27.1353874748
V,21-09-2016,13:04:58,25.9236769151
a,21-09-2016,13:04:58,27.3929279192
b,21-09-2016,13:04:58,27.3623977294
G,21-09-2016,13:05:00,27.903541128
K,21-09-2016,13:05:00,26.4736729781
L,21-09-2016,13:05:00,27.8931320637
O,21-09-2016,13:05:00,28.3324217054
U,21-09-2016,13:09:58,27.927952939
V,21-09-2016,13:09:58,27.3698284136
a,21-09-2016,13:09:58,28.1591184826
b,21-09-2016,13:09:58,28.0326733199
G,21-09-2016,13:10:00,28.5851745285
K,21-09-2016,13:10:00,27.9699999634
L,21-09-2016,13:10:00,28.674724263
O,21-09-2016,13:10:00,28.8285457364
U,21-09-2016,13:14:58,27.8036289446
V,21-09-2016,13:14:58,27.6999282122
a,21-09-2016,13:14:58,28.3430042178
b,21-09-2016,13:14:58,28.6250098883
G,21-09-2016,13:15:00,28.3373078374
K,21-09-2016,13:15:00,28.1551125801
L,21-09-2016,13:15:00,28.2456148202
O,21-09-2016,13:15:00,28.6424992248
U,21-09-2016,13:19:58,27.6482239517
V,21-09-2016,13:19:58,26.7567859305
a,21-09-2016,13:19:58,27.8832898798
b,21-09-2016,13:19:58,27.8456196667
G,21-09-2016,13:20:00,28.709107874
K,21-09-2016,13:20:00,27.0444368797
L,21-09-2016,13:20:00,28.3528921809
O,21-09-2016,13:20:00,28.5184682171
U,21-09-2016,13:24:58,27.5394404566
V,21-09-2016,13:24:58,27.2912332235
a,21-09-2016,13:24:58,27.9599089361
b,21-09-2016,13:24:58,28.0170855155
G,21-09-2016,13:25:00,28.4457495147
K,21-09-2016,13:25:00,28.6795983275
L,21-09-2016,13:25:00,28.5827722395
O,21-09-2016,13:25:00,29.0766077519
U,21-09-2016,13:29:58,26.9955229811
V,21-09-2016,13:29:58,27.3226712995
a,21-09-2016,13:29:58,27.4542231643
b,21-09-2016,13:29:58,28.5938342794
G,21-09-2016,13:30:00,27.7796077825
K,21-09-2016,13:30:00,28.1242604773
L,21-09-2016,13:30:00,28.0157347616
O,21-09-2016,13:30:00,28.7355224806
U,21-09-2016,13:34:58,27.663764451
V,21-09-2016,13:34:58,27.7470853263
a,21-09-2016,13:34:58,28.1744422938
b,21-09-2016,13:34:58,29.0926440212
G,21-09-2016,13:35:00,28.0429661417
K,21-09-2016,13:35:00,27.800313398
L,21-09-2016,13:35:00,28.0004094244
O,21-09-2016,13:35:00,28.533972093
U,21-09-2016,13:39:58,27.5705214552
V,21-09-2016,13:39:58,27.8256805164
a,21-09-2016,13:39:58,28.1437946713
b,21-09-2016,13:39:58,29.4199879143
G,21-09-2016,13:40:00,28.2598494964
K,21-09-2016,13:40:00,28.4944857108
L,21-09-2016,13:40:00,28.4295188671
O,21-09-2016,13:40:00,28.7045147287
U,21-09-2016,13:44:58,27.508359458
V,21-09-2016,13:44:58,27.4798616798
a,21-09-2016,13:44:58,27.8219946347
b,21-09-2016,13:44:58,29.1394074345
G,21-09-2016,13:45:00,28.0429661417
K,21-09-2016,13:45:00,28.8184327901
L,21-09-2016,13:45:00,28.3528921809
O,21-09-2016,13:45:00,29.1696310078
U,21-09-2016,13:49:58,27.5860619545
V,21-09-2016,13:49:58,27.3226712995
a,21-09-2016,13:49:58,27.6994041445
b,21-09-2016,13:49:58,28.5938342794
G,21-09-2016,13:50:00,29.0654162424
K,21-09-2016,13:50:00,28.7413025331
L,21-09-2016,13:50:00,29.5329431484
O,21-09-2016,13:50:00,29.6037395349
U,21-09-2016,13:54:58,28.1921414271
V,21-09-2016,13:54:58,28.4544420375
a,21-09-2016,13:54:58,28.7107756882
b,21-09-2016,13:54:58,29.2796976744
G,21-09-2016,13:55:00,29.4217246109
K,21-09-2016,13:55:00,29.4046227431
L,21-09-2016,13:55:00,29.2264364036
O,21-09-2016,13:55:00,29.3711813953
U,21-09-2016,13:59:58,28.6272754074
V,21-09-2016,13:59:58,28.9102941403
a,21-09-2016,13:59:58,29.2471090826
b,21-09-2016,13:59:58,30.1837903314
G,21-09-2016,14:00:00,28.0584578099
K,21-09-2016,14:00:00,28.2168167857
L,21-09-2016,14:00:00,28.0310600989
O,21-09-2016,14:00:00,28.7200186047
U,21-09-2016,14:04:58,28.7515994018
V,21-09-2016,14:04:58,28.2658135812
a,21-09-2016,14:04:58,28.9712804798
b,21-09-2016,14:04:58,29.6849805896
G,21-09-2016,14:05:00,29.3442662699
K,21-09-2016,14:05:00,29.1423798694
L,21-09-2016,14:05:00,29.5329431484
O,21-09-2016,14:05:00,29.5882356589
U,21-09-2016,14:09:58,29.2488953794
V,21-09-2016,14:09:58,28.8159799121
a,21-09-2016,14:09:58,29.3390519502
b,21-09-2016,14:09:58,29.8096830251
G,21-09-2016,14:10:00,30.0413913386
K,21-09-2016,14:10:00,29.4817530001
L,21-09-2016,14:10:00,30.2379086614
O,21-09-2016,14:10:00,30.1308713178
U,21-09-2016,14:14:58,29.2488953794
V,21-09-2016,14:14:58,28.9574512543
a,21-09-2016,14:14:58,29.5689091192
b,21-09-2016,14:14:58,29.9187976561
G,21-09-2016,14:15:00,29.4062329427
K,21-09-2016,14:15:00,29.5126051029
L,21-09-2016,14:15:00,29.4256657877
O,21-09-2016,14:15:00,30.3634294574
U,21-09-2016,14:19:58,28.9380853934
V,21-09-2016,14:19:58,29.2561129769
a,21-09-2016,14:19:58,29.2930805164
b,21-09-2016,14:19:58,30.3552561802
G,21-09-2016,14:20:00,29.6540996338
K,21-09-2016,14:20:00,30.0216647989
L,21-09-2016,14:20:00,29.7321725325
O,21-09-2016,14:20:00,30.2859100775
U,21-09-2016,14:24:58,28.8603828969
V,21-09-2016,14:24:58,28.5173181896
a,21-09-2016,14:24:58,28.8946614234
b,21-09-2016,14:24:58,29.591453763
G,21-09-2016,14:25:00,29.8554913203
K,21-09-2016,14:25:00,29.4971790515
L,21-09-2016,14:25:00,29.6861965208
O,21-09-2016,14:25:00,30.2393984496
U,21-09-2016,14:29:58,28.7515994018
V,21-09-2016,14:29:58,27.7942424403
a,21-09-2016,14:29:58,29.0632233474
b,21-09-2016,14:29:58,29.3576366966
G,21-09-2016,14:30:00,28.9879579015
K,21-09-2016,14:30:00,28.031704169
L,21-09-2016,14:30:00,28.613422914
O,21-09-2016,14:30:00,29.8673054264
U,21-09-2016,14:34:58,29.124571385
V,21-09-2016,14:34:58,29.2246749008
a,21-09-2016,14:34:58,29.3696995727
b,21-09-2016,14:34:58,30.3240805713
G,21-09-2016,14:35:00,29.2822995971
K,21-09-2016,14:35:00,29.6051614112
L,21-09-2016,14:35:00,29.0118816822
O,21-09-2016,14:35:00,29.7742821705
U,21-09-2016,14:39:58,30.2434873344
V,21-09-2016,14:39:58,30.1363791064
a,21-09-2016,14:39:58,30.1971853812
b,21-09-2016,14:39:58,30.6046610511
G,21-09-2016,14:40:00,29.2822995971
K,21-09-2016,14:40:00,29.4971790515
L,21-09-2016,14:40:00,28.7053749374
O,21-09-2016,14:40:00,29.6967627907
U,21-09-2016,14:44:58,29.5752458646
V,21-09-2016,14:44:58,29.4447414332
a,21-09-2016,14:44:58,29.6761757981
b,21-09-2016,14:44:58,30.5267220289
G,21-09-2016,14:45:00,29.5301662882
K,21-09-2016,14:45:00,30.0062387475
L,21-09-2016,14:45:00,29.3950151132
O,21-09-2016,14:45:00,30.6114914729
U,21-09-2016,14:49:58,29.4664623695
V,21-09-2016,14:49:58,30.1206600684
a,21-09-2016,14:49:58,29.7987662882
b,21-09-2016,14:49:58,31.3684634682
G,21-09-2016,14:50:00,29.9484413294
K,21-09-2016,14:50:00,30.4381681865
L,21-09-2016,14:50:00,29.379689776
O,21-09-2016,14:50:00,29.9293209302
U,21-09-2016,14:54:58,28.7515994018
V,21-09-2016,14:54:58,29.5076175853
a,21-09-2016,14:54:58,29.2164614601
b,21-09-2016,14:54:58,31.2125854239
G,21-09-2016,14:55:00,29.6850829702
K,21-09-2016,14:55:00,30.6232808033
L,21-09-2016,14:55:00,29.8394498932
O,21-09-2016,14:55:00,31.5107162791
U,21-09-2016,14:59:58,29.9637583471
V,21-09-2016,14:59:58,30.466478905
a,21-09-2016,14:59:58,30.3197758713
b,21-09-2016,14:59:58,32.3037317341
G,21-09-2016,15:00:01,29.8245079839
K,21-09-2016,15:00:01,30.0987950559
L,21-09-2016,15:00:01,29.4869671367
O,21-09-2016,15:00:01,30.3014139535
U,21-09-2016,15:04:58,29.6218673625
V,21-09-2016,15:04:58,29.5547746994
a,21-09-2016,15:04:58,29.3696995727
b,21-09-2016,15:04:58,30.8696537264
G,21-09-2016,15:05:00,30.5216330526
K,21-09-2016,15:05:00,30.2530555698
L,21-09-2016,15:05:00,30.8049461393
O,21-09-2016,15:05:00,30.9370728682
U,21-09-2016,15:09:58,28.8448423976
V,21-09-2016,15:09:58,29.900593536
a,21-09-2016,15:09:58,29.2471090826
b,21-09-2016,15:09:58,31.86727321
G,21-09-2016,15:10:00,29.3752496063
K,21-09-2016,15:10:00,30.2839076726
L,21-09-2016,15:10:00,29.5942444973
O,21-09-2016,15:10:00,32.2238945736
U,21-09-2016,15:14:58,29.9015963499
V,21-09-2016,15:14:58,30.513636019
a,21-09-2016,15:14:58,30.1358901361
b,21-09-2016,15:14:58,32.225792712
G,21-09-2016,15:15:00,29.9794246658
K,21-09-2016,15:15:00,30.5152984435
L,21-09-2016,15:15:00,29.9314019166
O,21-09-2016,15:15:00,30.8905612403
U,21-09-2016,15:19:58,30.0725418422
V,21-09-2016,15:19:58,30.497916981
a,21-09-2016,15:19:58,30.2891282488
b,21-09-2016,15:19:58,31.539929317
G,21-09-2016,15:20:00,30.4596663798
K,21-09-2016,15:20:00,30.7775413172
L,21-09-2016,15:20:00,30.2532339987
O,21-09-2016,15:20:00,30.9525767442
U,21-09-2016,15:24:58,29.9948393457
V,21-09-2016,15:24:58,30.9380500458
a,21-09-2016,15:24:58,30.3504234939
b,21-09-2016,15:24:58,32.1478536898
G,21-09-2016,15:25:00,30.6300747299
K,21-09-2016,15:25:00,31.7493825551
L,21-09-2016,15:25:00,30.4984393945
O,21-09-2016,15:25:00,32.2393984496
U,21-09-2016,15:29:58,28.9225448941
V,21-09-2016,15:29:58,29.884874498
a,21-09-2016,15:29:58,29.155166215
b,21-09-2016,15:29:58,31.7269829702
G,21-09-2016,15:30:00,29.7160663065
K,21-09-2016,15:30:00,30.7929673686
L,21-09-2016,15:30:00,30.3298606849
O,21-09-2016,15:30:00,33.061103876
U,21-09-2016,15:34:58,29.0779498871
V,21-09-2016,15:34:58,29.7748412318
